QikProp_.stars	QikProp_.amine	QikProp_.amidine	QikProp_.acid	QikProp_.amide	QikProp_.rotor	QikProp_.rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip.2.V	QikProp_ACxDN..5.SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo.w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP.eV.	QikProp_EA.eV.	QikProp_.metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_.NandO	QikProp_RuleOfFive	QikProp_.ringatoms	QikProp_.in34	QikProp_.in56	QikProp_.noncon	QikProp_.nonHatm	QikProp_RuleOfThree	QikProp_ACxDN..5.SAxSASA.MW	Class
12	0	0	2	2	22	0	-2	798.925	8.872	1131.925	595.366	410.594	124.49	1.475	2241.488	6	16	0.0351145	0.0346241	0.7317652	70.613	24.578	42.281	28.362	2.953	-5.61	-8.503	-0.102	0.043	-5.871	0.031	-6.536	8.127	1.656	9	-0.662	1	0	0	34.925	293.596	16	3	20	0	20	0	55	2	0.0490558	M
4	0	0	2	0	14	0	-2	584.671	5.703	912.398	502.865	262.541	146.992	0	1762.024	6	9	0.0184582	0.0241621	0.7732538	56.777	18.938	33.047	19.265	5.066	-6.521	-8.202	-2.287	2.058	-3.208	0.999	-4.496	8.21	1.595	9	0.348	1	23.345	0	0	194.876	10	3	20	0	20	0	43	3	0.0377057	M
12	0	0	2	2	22	0	-2	798.925	8.872	1131.925	595.366	410.594	124.49	1.475	2241.488	6	16	0.0351145	0.0346241	0.7317652	70.613	24.578	42.281	28.362	2.953	-5.61	-8.503	-0.102	0.043	-5.871	0.031	-6.536	8.127	1.656	9	-0.662	1	0	0	34.925	293.596	16	3	20	0	20	0	55	2	0.0490558	M
4	0	0	2	0	14	0	-2	584.671	5.703	912.398	502.865	262.541	146.992	0	1762.024	6	9	0.0184582	0.0241621	0.7732538	56.777	18.938	33.047	19.265	5.066	-6.521	-8.202	-2.287	2.058	-3.208	0.999	-4.496	8.21	1.595	9	0.348	1	23.345	0	0	194.876	10	3	20	0	20	0	43	3	0.0377057	M
12	0	0	2	2	22	0	-2	798.925	8.872	1131.925	595.366	410.594	124.49	1.475	2241.488	6	16	0.0351145	0.0346241	0.7317652	70.613	24.578	42.281	28.362	2.953	-5.61	-8.503	-0.102	0.043	-5.871	0.031	-6.536	8.127	1.656	9	-0.662	1	0	0	34.925	293.596	16	3	20	0	20	0	55	2	0.0490558	M
4	0	0	2	0	14	0	-2	584.671	5.703	912.398	502.865	262.541	146.992	0	1762.024	6	9	0.0184582	0.0241621	0.7732538	56.777	18.938	33.047	19.265	5.066	-6.521	-8.202	-2.287	2.058	-3.208	0.999	-4.496	8.21	1.595	9	0.348	1	23.345	0	0	194.876	10	3	20	0	20	0	43	3	0.0377057	M
12	0	0	2	2	22	0	-2	798.925	8.872	1131.925	595.366	410.594	124.49	1.475	2241.488	6	16	0.0351145	0.0346241	0.7317652	70.613	24.578	42.281	28.362	2.953	-5.61	-8.503	-0.102	0.043	-5.871	0.031	-6.536	8.127	1.656	9	-0.662	1	0	0	34.925	293.596	16	3	20	0	20	0	55	2	0.0490558	M
4	0	0	2	0	14	0	-2	584.671	5.703	912.398	502.865	262.541	146.992	0	1762.024	6	9	0.0184582	0.0241621	0.7732538	56.777	18.938	33.047	19.265	5.066	-6.521	-8.202	-2.287	2.058	-3.208	0.999	-4.496	8.21	1.595	9	0.348	1	23.345	0	0	194.876	10	3	20	0	20	0	43	3	0.0377057	M
12	0	0	2	2	22	0	-2	798.925	8.872	1131.925	595.366	410.594	124.49	1.475	2241.488	6	16	0.0351145	0.0346241	0.7317652	70.613	24.578	42.281	28.362	2.953	-5.61	-8.503	-0.102	0.043	-5.871	0.031	-6.536	8.127	1.656	9	-0.662	1	0	0	34.925	293.596	16	3	20	0	20	0	55	2	0.0490558	M
4	0	0	2	0	14	0	-2	584.671	5.703	912.398	502.865	262.541	146.992	0	1762.024	6	9	0.0184582	0.0241621	0.7732538	56.777	18.938	33.047	19.265	5.066	-6.521	-8.202	-2.287	2.058	-3.208	0.999	-4.496	8.21	1.595	9	0.348	1	23.345	0	0	194.876	10	3	20	0	20	0	43	3	0.0377057	M
12	0	0	2	2	22	0	-2	798.925	8.872	1131.925	595.366	410.594	124.49	1.475	2241.488	6	16	0.0351145	0.0346241	0.7317652	70.613	24.578	42.281	28.362	2.953	-5.61	-8.503	-0.102	0.043	-5.871	0.031	-6.536	8.127	1.656	9	-0.662	1	0	0	34.925	293.596	16	3	20	0	20	0	55	2	0.0490558	M
4	0	0	2	0	14	0	-2	584.671	5.703	912.398	502.865	262.541	146.992	0	1762.024	6	9	0.0184582	0.0241621	0.7732538	56.777	18.938	33.047	19.265	5.066	-6.521	-8.202	-2.287	2.058	-3.208	0.999	-4.496	8.21	1.595	9	0.348	1	23.345	0	0	194.876	10	3	20	0	20	0	43	3	0.0377057	M
12	0	0	2	2	22	0	-2	798.925	8.872	1131.925	595.366	410.594	124.49	1.475	2241.488	6	16	0.0351145	0.0346241	0.7317652	70.613	24.578	42.281	28.362	2.953	-5.61	-8.503	-0.102	0.043	-5.871	0.031	-6.536	8.127	1.656	9	-0.662	1	0	0	34.925	293.596	16	3	20	0	20	0	55	2	0.0490558	M
4	0	0	2	0	14	0	-2	584.671	5.703	912.398	502.865	262.541	146.992	0	1762.024	6	9	0.0184582	0.0241621	0.7732538	56.777	18.938	33.047	19.265	5.066	-6.521	-8.202	-2.287	2.058	-3.208	0.999	-4.496	8.21	1.595	9	0.348	1	23.345	0	0	194.876	10	3	20	0	20	0	43	3	0.0377057	M
12	0	0	2	2	22	0	-2	798.925	8.872	1131.925	595.366	410.594	124.49	1.475	2241.488	6	16	0.0351145	0.0346241	0.7317652	70.613	24.578	42.281	28.362	2.953	-5.61	-8.503	-0.102	0.043	-5.871	0.031	-6.536	8.127	1.656	9	-0.662	1	0	0	34.925	293.596	16	3	20	0	20	0	55	2	0.0490558	M
4	0	0	2	0	14	0	-2	584.671	5.703	912.398	502.865	262.541	146.992	0	1762.024	6	9	0.0184582	0.0241621	0.7732538	56.777	18.938	33.047	19.265	5.066	-6.521	-8.202	-2.287	2.058	-3.208	0.999	-4.496	8.21	1.595	9	0.348	1	23.345	0	0	194.876	10	3	20	0	20	0	43	3	0.0377057	M
3	0	0	2	0	14	0	-2	582.655	3.615	856.547	466.892	287.128	102.527	0	1700.911	5	10.5	0.0076829	0.0274109	0.8045169	53.906	17.78	31.446	19.008	4.159	-5.404	-7.734	-1.569	1.203	-3.238	0.559	-5.106	7.924	2.257	9	0.095	1	39.775	0	0	189.784	10	1	20	0	20	0	43	2	0.0402961	M
9	0	0	1	2	8	1	-2	774.93	3.893	1169.674	775.158	162.435	197.306	34.776	2242.148	2.5	13	0.0067607	0.0175731	0.7082877	80.324	23.269	37.919	20.939	6.126	-10.621	-8.686	-2.637	53.134	-1.992	57.035	-3.05	8.539	0.886	6	0.806	1	54.818	0	16.803	177.563	14	3	39	3	25	18	55	1	0.0265247	M
11	1	0	0	3	19	1	-2	897.143	10.902	1344.29	690.339	224.958	395.986	33.007	2633.839	6	16.5	0.0451219	0.0300654	0.6861174	90.834	29.884	49.336	29.429	4.606	-8.857	-8.566	-5.102	12.882	-3.288	10.909	-4.509	8.942	0.793	7	0.274	1	34.905	0	18.786	217.664	15	3	34	0	34	13	64	3	0.0450504	L
4	0	0	0	0	10	0	0	492.706	4.025	925.079	540.801	47.742	336.537	0	1673.437	2	4	0.0096813	0.006115	0.7368723	57.61	17.444	23.824	9.223	8	-9.833	-8.711	-7.395	3492.707	-0.625	1911.807	-0.254	8.729	0.658	8	1.877	1	100	0	0	43.349	4	1	28	0	28	8	37	2	0.0114812	M
0	1	0	0	0	13	0	1	325.447	3.846	738.081	540.424	51.561	146.096	0	1240.514	2	7.35	0.011922	0.0140831	0.7564762	36.539	11.771	17.89	10.141	3.121	-3.624	-2.258	-6.895	801.397	-0.422	430.824	-2.77	9.174	-0.317	6	-0.058	3	100	0	0	58.169	5	0	6	0	6	0	23	0	0.0319391	H
0	0	0	0	3	10	2	-2	519.683	9.139	875.953	706.288	169.666	0	0	1662.116	1.75	8.75	0.0502538	0.0132144	0.7746849	53.943	15.385	25.576	13.688	2.888	-6.451	-3.911	-1.055	158.765	-1.924	107.579	-3.686	9.312	0.463	4	-0.037	1	70.285	0	23.392	148.376	10	1	10	7	3	9	37	1	0.0222736	M
0	0	0	0	0	12	0	-2	551.616	5.347	859.985	361.307	149.784	347.063	1.831	1592.782	2	11.45	0.01795	0.0188291	0.7669702	53.198	17.201	27.03	16.729	3.722	-5.652	-7.223	-6.958	376.269	-1.853	176.012	-1.905	8.853	1.127	5	0.117	2	68.921	0	0	123.092	11	2	24	0	24	0	39	0	0.0293551	M
0	1	0	0	0	5	0	1	315.455	2.223	541.249	358.361	90.003	92.885	0	1003.837	2	3.5	0.0049216	0.009145	0.8957979	31.696	9.463	14.859	7.539	2.904	-2.719	-3.27	-4.387	346.183	-0.087	173.89	-4.434	8.736	-0.335	4	0.411	3	89.4	0	0	46.101	3	0	16	3	13	9	23	0	0.0156907	M
0	0	0	0	0	0	0	0	316.156	3.948	496.853	50.227	96.77	274.761	75.094	825.776	1	4.5	0.0188715	0.009057	0.8567326	29.518	9.184	14.078	9.365	1.699	-3.638	-4.497	-5.161	1197.375	-0.131	1549.794	-2.335	9.299	0.936	2	0.02	3	91.991	0	0	64.229	4	0	17	0	12	1	19	0	0.0142335	H
0	1	0	0	2	6	1	0	654.602	8.427	865.102	542.084	99.697	151.628	71.693	1710.081	2.25	10.75	0.0415225	0.0186394	0.7994205	59.879	16.801	29.887	17.755	3.351	-5.316	-6.765	-3.478	185.769	-0.264	341.699	-4.309	8.351	0.511	6	0.201	2	74.22	0	22.412	108.32	10	1	28	0	28	11	43	0	0.0246333	M
0	1	0	0	0	5	0	2	319.243	2.064	553.946	189.328	21.278	266.252	77.088	949.128	0	3	0.00449	0	0.843168	31.162	9.557	11.63	4.887	3.476	-2.904	-4.132	-6.066	1552.471	0.65	2328.059	-2.556	9.193	0.181	4	0.359	3	100	0	0	17.439	2	0	12	0	12	0	19	0	0	H
0	0	0	0	0	6	1	-2	430.54	8.816	663.305	427.383	155.368	80.554	0	1257.714	2	9.85	0.0617904	0.0210009	0.8495194	41.096	12.009	22.571	14.228	2.054	-3.949	-4.386	-4.351	333.08	-1.233	150.758	-3.523	10.147	0.378	3	-0.079	3	84.123	0	0	97.368	6	0	20	0	20	13	31	0	0.0323547	H
0	1	0	0	0	4	0	2	239.744	1.912	487.616	243.152	39.236	133.659	71.57	827.192	1	3	0.0044192	0.0061524	0.8739589	25.658	7.87	11.102	5.631	2.984	-2.541	-2.185	-4.935	1048.869	0.554	1421.301	-3.45	9.387	0.598	2	0.129	3	100	0	0	35.472	2	0	6	0	6	0	16	0	0.0125134	H
0	1	0	0	0	5	0	1	385.508	3.246	725.143	484.018	92.444	148.681	0	1290.596	0	7.5	0.0081655	0	0.7905601	43.705	11.979	18.168	9.389	3.07	-3.998	-3.339	-6.356	328.208	-0.325	164.151	-4.282	9.072	0.19	5	0.146	3	89.954	0	0	79.125	7	0	22	0	22	11	28	0	0	H
0	0	0	0	0	5	1	0	194.23	4.071	466.901	206.579	102.406	157.916	0	743.199	1	2.75	0.0222997	0.0058899	0.8498531	21.886	6.971	9.778	5.684	2.169	-2.844	-2.423	-4.715	1058.733	-0.683	526.189	-2.37	9.498	0.35	1	-0.102	3	93.786	0	0	57.439	3	0	6	0	6	0	14	0	0.0141585	H
0	0	0	0	0	5	0	-2	349.137	7.198	458.127	117.81	214.803	43.022	82.491	802.904	4	10.3	0.0645232	0.0449657	0.9119155	23.179	9.24	20.2	17.505	-0.809	-1.94	-2.734	-3.162	90.975	-1.258	104.944	-4.847	9.152	0.897	4	-0.807	2	57.267	0	0	135.435	8	0	11	0	11	4	20	0	0.0590026	M
0	0	0	0	0	4	2	0	316.31	10.788	529.095	273.956	67.068	188.072	0	944.602	0	6.5	0.1232112	0	0.8799615	30.877	8.892	14.912	8.248	2.048	-2.189	-3.425	-4.371	2290.333	-0.255	1211.596	-1.709	9.248	1.228	3	-0.548	3	100	0	0	75.451	6	0	16	3	13	2	23	0	0	H
2	0	0	0	0	5	0	0	371.361	4.853	682.253	29.904	71.189	460.513	120.647	1149.936	1	4	0.0204803	0.0058629	0.77804	41.054	12.131	17.881	9.322	5.316	-6.948	-6.241	-7.32	2093.207	-0.226	5035.187	-0.729	8.316	0.547	8	0.743	1	100	120.647	0	52.853	4	1	18	0	18	0	27	2	0.0107711	M
14	1	0	0	6	28	0	-2	751.965	12.724	1331.001	707.213	358.688	265.1	0	2464.019	6.25	13	0.0657094	0.0244177	0.6628511	77.009	28.924	42.938	33.153	1.796	-4.221	-4.611	-0.731	0.078	-6.168	0.306	-6.571	8.749	-0.371	12	-0.922	1	0	0	137.902	255.35	14	3	12	0	12	0	54	2	0.0432201	M
12	1	0	0	5	25	0	-2	808.031	5.862	1174.4	584.913	239.719	349.768	0	2417.406	6.75	12.5	0.0142153	0.0276532	0.7417348	77.878	26.401	43.318	29.015	3.277	-4.108	-7.077	-1.233	3.15	-3.45	5.078	-4.368	8.718	0.18	12	-0.426	1	16.173	0	78.047	207.379	13	3	26	0	26	4	59	2	0.0401914	M
13	1	0	0	6	24	0	-2	695.857	12.733	1201.309	577.524	358.685	265.1	0	2224.818	6.25	13	0.0728728	0.0270538	0.6860777	70.005	26.095	40.846	33.723	0.352	-2.679	-3.505	-0.356	0.078	-5.565	0.306	-6.955	8.748	-0.371	12	-1.332	1	0	0	137.902	255.35	14	3	12	0	12	0	50	2	0.046705	M
2	0	0	2	0	10	1	-2	312.232	7.035	546.802	50.998	351.818	143.986	0	909.702	4	8.2	0.0544078	0.0299926	0.8303621	25.206	10.951	19.695	16.137	0.133	-2.049	-2.725	-1.349	0.293	-3.441	0.121	-6.536	9.056	0.955	4	-1.12	1	18.178	0	0	188.724	9	0	6	0	6	0	22	1	0.0525251	M
0	0	0	0	0	1	0	0	371.822	6.707	618.829	228.713	78.903	242.673	68.539	1111.397	0	6.5	0.0404763	0	0.8385087	40	11.291	17.474	9.602	3.38	-4.677	-4.609	-5.302	1768.719	-0.077	2175.192	-2.023	9.246	0.912	1	0.063	3	100	0	0	74.331	6	0	17	0	12	1	26	0	0	H
0	0	0	1	0	7	0	-2	440.46	4.821	659.83	158.791	130.434	370.606	0	1230.381	2	7	0.0188939	0.0150031	0.8415744	42.13	13.63	21.077	12.995	4.026	-4.613	-6.878	-4.055	145.411	-1.086	78.28	-1.946	8.737	0.585	2	0.14	3	89.224	0	0	100.077	9	0	26	0	26	0	33	0	0.0224754	L
4	0	0	1	0	8	0	-1	172.267	2.091	473.201	366.508	106.694	0	0	758.371	1	2	0.0057632	0.0042265	0.8499113	19.059	6.049	7.822	3.253	2.934	-2.804	-1.882	-2.153	244.187	-0.903	137.084	-2.718	11.327	-1.042	1	-0.218	3	86.858	0	0	50.467	2	0	0	0	0	0	12	0	0.0116098	H
0	0	0	1	1	4	1	-1	217.282	5.736	432.483	256.212	104.582	0	71.689	717.386	1	4.5	0.0458626	0.010405	0.8961162	19.987	6.433	10.64	7.965	0.342	-1.706	-1.302	-0.031	178.361	-0.37	355.917	-3.063	9.128	-0.376	3	-0.889	3	69.241	0	19.655	68.595	4	0	5	0	5	4	14	0	0.0207103	M
1	0	0	0	0	1	0	0	191.189	3.466	412.909	95.845	118.844	198.22	0	645.978	1	3	0.0185993	0.0072655	0.8752306	20.949	6.509	9.873	7.068	1.64	-2.627	-2.46	-4.496	739.438	-0.531	356.983	-2.916	8.686	0.126	0	-0.221	3	87.894	0	0	72.438	5	0	9	0	9	0	14	0	0.0156912	H
0	0	0	0	0	7	0	-2	260.333	7.473	572.096	409.713	162.383	0	0	959.011	3	5	0.0582366	0.0151378	0.8220763	27.731	8.85	16.357	9.975	1.765	-3.609	-2.48	-4.411	285.774	-1.46	127.754	-3.84	9.695	-0.809	1	-0.131	3	81.236	0	0	106.582	6	0	0	0	0	0	18	0	0.0332661	H
4	0	0	0	0	8	1	0	186.294	2.085	515.95	462.392	53.558	0	0	832.328	0	2	0.005224	0	0.82938	22.019	6.122	7.081	1.53	3.381	-3.645	-2.101	-4.293	3076.132	-0.438	1666.578	-1.739	11.193	-1.135	1	0.16	3	100	0	0	35.946	2	0	0	0	0	0	13	0	0	H
1	0	0	0	0	9	1	0	266.355	3.892	607.321	367.422	27.64	165.442	46.817	1015.515	0	2.5	0.0149168	0	0.8045216	30.288	8.624	10.659	2.988	4.884	-5.156	-3.929	-5.484	5417.37	-0.149	5545.665	-0.582	9.812	0.217	1	0.515	3	100	46.817	0	34.366	2	0	6	0	6	0	19	0	0	H
1	0	0	0	0	9	1	0	282.809	3.905	622.548	367.425	27.642	155.788	71.693	1043.858	0	2.5	0.0146114	0	0.79938	31.33	9.648	11.113	2.967	5.152	-5.553	-4.279	-5.521	5417.109	-0.091	7589.302	-0.616	9.476	0.192	1	0.597	3	100	0	0	34.366	2	1	6	0	6	0	19	0	0	H
1	0	0	0	0	9	1	0	248.364	2.007	598.383	367.426	27.647	203.311	0	999.506	0	2.5	0.0040294	0	0.8079339	30.009	9.036	10.251	3.207	4.645	-4.781	-3.547	-5.609	5416.611	-0.261	3072.011	-0.449	9.706	-0.103	1	0.469	3	100	0	0	34.369	2	0	6	0	6	0	18	0	0	H
0	0	0	0	0	9	0	0	248.367	5.265	608.322	365.254	54.061	189.007	0	1003.52	1	3.5	0.0276233	0.0057535	0.7968596	30.033	9.379	12.644	5.763	3.94	-4.621	-3.223	-5.72	3042.539	-0.546	1646.915	-0.986	8.993	0.018	3	0.278	3	100	0	0	43.8	3	0	6	0	6	0	18	0	0.014092	H
0	0	0	0	0	9	0	-1	248.367	4.517	604.737	365.259	69.47	170.008	0	999.528	1	4	0.0204125	0.0066144	0.7994574	29.692	9.314	12.75	6.223	3.425	-3.844	-3.041	-5.588	2173.304	-0.704	1144.821	-1.337	9.195	0.132	4	0.17	3	100	0	0	46.741	3	0	6	0	6	0	18	0	0.0161051	H
0	0	0	0	0	9	0	-1	248.367	5.998	604.29	365.266	69.563	169.461	0	999.198	1	4	0.0360062	0.0066193	0.7998723	29.673	9.308	12.959	6.218	3.518	-4.145	-3.041	-5.578	2168.894	-0.704	1142.31	-1.34	9.381	0.064	3	0.169	3	100	0	0	46.782	3	0	6	0	6	0	18	0	0.0161051	H
3	0	0	0	0	10	1	0	228.374	2.386	611.278	570.49	40.789	0	0	1010.778	0	2	0.005631	0	0.7968255	27.876	7.8	8.919	1.232	4.633	-5.126	-2.995	-4.82	4065.386	-0.467	2252.77	-1.311	11.106	-1.198	1	0.593	3	100	0	0	34.752	2	0	0	0	0	0	16	0	0	H
0	0	0	0	0	9	0	0	275.433	5.097	658.222	508.077	33.657	116.488	0	1111.748	1	2.5	0.0233713	0.0037981	0.7884913	33.672	9.823	13.087	4.266	5.103	-5.894	-4.139	-5.51	4750.375	-0.34	2665.709	-0.865	8.706	-0.281	4	0.774	3	100	0	0	31.832	2	1	6	0	6	0	20	1	0.00907659	H
0	0	0	0	0	9	0	0	275.433	4.555	665.585	532.248	33.032	100.305	0	1121.659	1	2.5	0.0185015	0.0037561	0.7843956	33.914	9.809	13.06	4.17	5.151	-6.03	-4.139	-5.499	4815.721	-0.337	2705.366	-0.911	8.709	-0.278	4	0.801	3	100	0	0	31.831	2	1	6	0	6	0	20	1	0.00907663	H
1	0	0	0	1	9	0	0	253.427	4.695	638.263	600.128	38.134	0	0	1072.629	1	2.5	0.0205488	0.0039169	0.7939603	30.994	8.636	11.958	4.951	4.06	-4.859	-2.661	-3.492	2974.907	-0.382	2398.413	-1.358	9.529	-1.468	1	0.344	3	100	0	20.201	35.883	2	0	6	0	6	6	18	0	0.00986482	H
4	0	0	0	0	9	1	0	200.32	2.344	559.199	511.99	47.209	0	0	902.306	0	2	0.0060872	0	0.8075476	24.177	6.737	7.72	1.371	3.881	-4.302	-2.399	-4.646	3533.596	-0.462	1936.01	-1.525	11.111	-1.194	1	0.32	3	100	0	0	35.825	2	0	0	0	0	0	14	0	0	H
1	0	0	0	1	11	0	-2	215.335	6.097	577.965	470.636	107.329	0	0	933.705	2	4.2	0.0398119	0.0102769	0.7993494	24.15	7.928	12.474	8.285	1.829	-2.596	-1.322	-3.404	608.024	-1.219	468.47	-2.441	9.423	-1.513	2	-0.508	3	87.481	0	24.395	60.227	3	0	0	0	0	0	15	0	0.0275835	H
1	0	0	0	0	9	1	-2	186.297	3.784	500.432	365.262	135.17	0	0	806.67	3	3	0.0177488	0.0103833	0.837434	20.35	7.146	11.963	7.206	1.722	-2.498	-1.704	-4.162	517.701	-1.264	242.83	-3.147	9.891	-1.219	1	-0.329	3	85.606	0	0	68.139	3	0	0	0	0	0	13	0	0.0278917	H
0	0	0	0	0	10	1	-1	262.394	3.507	652.531	365.143	75.168	212.22	0	1076.106	2	3.5	0.011429	0.0075855	0.7782763	32.517	10.668	14.792	7.415	4.076	-5.077	-3.432	-6.132	1919.035	-0.867	1000.758	-1.197	8.054	-0.333	2	0.34	3	100	0	0	50.598	3	0	6	0	6	0	19	0	0.0188639	H
0	0	0	0	1	10	0	0	261.406	5.343	648.122	400.489	45.501	202.132	0	1081.225	1	2.5	0.0264035	0.0038573	0.7860542	32.626	10.205	12.91	6.49	4.299	-4.739	-3.212	-4.583	2345.584	-0.53	2015.666	-0.686	9.498	0.025	2	0.324	3	100	0	24.393	37.763	2	0	6	0	6	0	19	0	0.00956367	H
0	0	0	0	0	10	0	0	277.406	3.918	636.854	445.082	43.225	148.547	0	1073.56	1	3.25	0.0143002	0.0051032	0.796177	31.808	9.728	12.804	5.016	4.518	-5.064	-3.898	-5.538	3854.757	-0.494	2126.882	-0.833	8.549	-0.248	2	0.477	3	100	0	0	42.931	3	0	6	0	6	0	20	0	0.0117157	H
0	0	0	0	0	10	0	-1	299.412	1.855	659.287	353.222	88.208	217.857	0	1121.991	1	3.75	0.0030669	0.005688	0.7920458	34.408	11.021	14.159	6.34	4.386	-5.286	-4.393	-5.936	1443.517	-0.977	735.641	-1.418	9.003	1.146	2	0.509	3	100	0	0	56.542	3	0	10	0	10	0	22	0	0.0125246	H
1	1	0	0	1	8	0	1	240.388	4.634	590.573	526.759	63.814	0	0	994.816	1	4.5	0.0215855	0.0076197	0.8160562	28.522	8.049	12.416	7.501	2.038	-2.088	-0.756	-3.86	393.281	-0.159	322.633	-3.99	9.291	-1.391	1	-0.213	3	85.317	0	24.24	42.938	3	0	6	0	6	4	17	0	0.0187197	H
1	0	0	0	0	10	1	0	262.391	2.445	640.198	400.69	39.082	200.427	0	1075.784	0	2	0.0055589	0	0.793111	32.392	9.861	10.812	2.653	5.304	-5.674	-4.077	-5.836	4219.744	-0.453	2345.364	-0.574	9.899	-0.085	2	0.781	3	100	0	0	35.729	2	1	6	0	6	0	19	0	0	H
1	0	0	0	0	9	1	0	248.364	2.007	598.383	367.426	27.647	203.311	0	999.506	0	2.5	0.0040294	0	0.8079339	30.009	9.036	10.251	3.207	4.645	-4.781	-3.547	-5.609	5416.611	-0.261	3072.011	-0.449	9.706	-0.103	1	0.469	3	100	0	0	34.369	2	0	6	0	6	0	18	0	0	H
3	0	0	0	0	10	1	0	214.347	2.295	591.788	544.585	47.203	0	0	962.206	0	2	0.0054737	0	0.796485	25.932	7.343	8.26	1.228	4.272	-4.756	-2.697	-4.825	3534.078	-0.535	1936.295	-1.429	11.111	-1.195	1	0.452	3	100	0	0	35.825	2	0	0	0	0	0	15	0	0	H
1	0	0	0	0	9	1	0	282.809	3.905	622.548	367.425	27.642	155.788	71.693	1043.858	0	2.5	0.0146114	0	0.79938	31.33	9.648	11.113	2.967	5.152	-5.553	-4.279	-5.521	5417.109	-0.091	7589.302	-0.616	9.476	0.192	1	0.597	3	100	0	0	34.366	2	1	6	0	6	0	19	0	0	H
3	0	0	0	0	9	1	0	214.347	2.111	579.731	543.995	35.736	0	0	950.969	0	2	0.0046858	0	0.8067067	26.125	7.161	8.328	1.342	4.278	-4.691	-2.697	-4.66	4539.54	-0.345	2538.061	-1.314	11.054	-1.195	1	0.462	3	100	0	0	33.82	2	0	0	0	0	0	15	0	0	H
3	0	0	0	0	11	1	0	228.374	2.35	624.197	576.994	47.203	0	0	1022.002	0	2	0.0054048	0	0.7861007	27.683	7.958	8.806	1.086	4.662	-5.208	-2.995	-4.993	3534.078	-0.609	1936.295	-1.333	11.108	-1.194	1	0.583	3	100	0	0	35.825	2	0	0	0	0	0	16	0	0	H
1	0	0	0	0	9	1	0	266.355	2.615	605.736	367.367	24.926	175.438	38.004	1014.241	0	2.5	0.0067414	0	0.8059525	30.332	8.721	10.527	3.03	4.872	-5.087	-3.929	-5.509	5748.151	-0.141	5290.496	-0.497	9.913	0.216	1	0.511	3	100	38.004	0	34.002	2	0	6	0	6	0	19	0	0	H
1	0	0	0	0	9	1	0	266.355	3.764	607.34	367.421	27.654	165.436	46.829	1015.514	0	2.5	0.0139484	0	0.8044958	30.288	8.624	10.646	2.988	4.884	-5.156	-3.929	-5.484	5415.682	-0.149	5544.599	-0.582	9.925	0.214	1	0.515	3	100	46.829	0	34.367	2	0	6	0	6	0	19	0	0	H
3	1	0	1	1	9	1	-2	462.497	8.192	713.08	114.112	343.033	204.198	51.736	1271.872	5.25	11	0.052758	0.0353455	0.7961388	40.918	15.5	28.803	23.492	-2.219	-2.806	-3.064	-3.349	0.225	-3.062	0.245	-8.321	9.208	0.995	6	-0.934	1	0	0	24.015	198.39	11	2	19	4	15	3	31	1	0.0544959	M
1	0	0	1	1	7	1	-2	454.496	15.353	705.197	235.043	296.42	65.766	107.969	1238.697	1.25	11.75	0.1903031	0.0186287	0.7909782	39.552	13.379	24.657	17.334	-0.322	-3.424	-3.731	-2.046	2.637	-2.752	6.078	-6.079	9.569	1.681	5	-1.132	1	19.639	0	21.025	185.689	12	1	18	4	14	3	29	1	0.0289043	M
4	0	0	1	0	8	2	-2	453.487	14.077	695.738	238.491	354.685	38.603	63.958	1244.059	5.25	10.75	0.1592908	0.0354032	0.8040449	38.865	14.219	29.319	20.604	0.522	-4.18	-4.313	-3.079	1.086	-3.419	0.882	-7.152	8.791	0.864	5	-0.581	1	4.73	0	0	203.16	11	2	13	4	9	3	30	1	0.0543155	L
2	0	0	0	0	11	4	-2	567.631	11.808	868.471	471.239	296.391	36.886	63.956	1613.594	4.25	12.75	0.0864132	0.0302656	0.7660771	51.711	17.194	31.99	20.455	1.917	-5.805	-5.819	-5.493	15.319	-3.31	12.11	-5.796	8.775	0.811	5	-0.048	2	33.465	0	0	216.61	13	2	13	4	9	3	38	2	0.0463061	M
2	0	0	1	1	10	1	-2	471.523	13.097	747.37	331.105	296.935	27.271	92.059	1307.866	1.25	12	0.1311626	0.0179515	0.7738761	40.026	13.727	23.848	16.072	0.623	-4.773	-4.665	-2.139	3.09	-3.119	4.913	-5.936	9.511	1.16	4	-1.155	2	26.404	0	11.779	184.095	12	1	13	4	9	3	30	1	0.0284534	L
