moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC.	moe2D_PEOE_PC..1	moe2D_PEOE_RPC.	moe2D_PEOE_RPC..1	moe2D_PEOE_VSA.0	moe2D_PEOE_VSA.1	moe2D_PEOE_VSA.2	moe2D_PEOE_VSA.3	moe2D_PEOE_VSA.4	moe2D_PEOE_VSA.5	moe2D_PEOE_VSA.6	moe2D_PEOE_VSA.0.1	moe2D_PEOE_VSA.1.1	moe2D_PEOE_VSA.2.1	moe2D_PEOE_VSA.3.1	moe2D_PEOE_VSA.4.1	moe2D_PEOE_VSA.5.1	moe2D_PEOE_VSA.6.1	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC.	moe2D_Q_PC..1	moe2D_Q_RPC.	moe2D_Q_RPC..1	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dCH2	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_violation	moe2D_logP.o.w.	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb	Activity
4.048	0.931	0.277	0.401	1.011	-2.219	-0.6025	0.6608	2.122	-2.325	-0.4962	0.7653	2.302	-1.867	-0.4631	0.8079	2.473	-0.8129	-0.3685	0.07366	1.886	-1.334	-0.2464	0.157	2.058	-0.4063	-0.2037	0.1816	2.204	5.143	2.344	1.5	3.149	1.294	0.734	0.5822	0.5727	-0.5727	0.2164	0.5277	6.7	21.33	17.24	0	0	0	0	24.51	36.76	0	0	0	0	6.651	0.9412	0.6001	0.05876	0.05876	0.3999	0	106.5	67.93	6.651	6.651	45.26	0	1.65	-1.65	0.2424	0.5455	0.7889	0.6001	0.05876	0.2111	0.3999	0.1523	89.3	67.93	6.651	23.89	45.26	17.24	3.085	0	0	0	0	2.757	121.1	0	0	1.269	32.9	0	0	0	0	0	0	88.22	0	2.757	26.02	0.8631	3.807	1.761	5.255	93.13	18.14	1.296	0	6	14	1	7	6	0	6	0	0	7	1	0	16.33	0	0	6	14	0	7	0	0	8	0	2.215	6.992	5.113	4.113	3.964	3.387	3.394	2.816	2.199	1.911	1.927	1.077	0.2887	0	0.09623	0	1.894	1.316	0.7996	0.6071	0	0	1.307	0.8985	0.453	0.3419	0	0	0.4082	0	0.1111	0	0	0	0.6488	4	9.487	0	0	0.8218	0	0	0	0	0	0	0	0	0	5.358	0	0	0	0	0	0	0	0	0	0	1	1	0	1.234	-1.106	3.029	6	1	1	0	0	0.25	0.3333	3	0	1	113.2	143.5	0	17.74	85.74	0	17.74	42	5	30	3.03
4.063	0.795	0.03	0.471	1.048	-2.159	-0.6039	0.659	2.135	-2.047	-0.4972	0.7622	2.267	-1.834	-0.4628	0.8066	2.463	-0.7483	-0.3748	0.07298	1.905	-0.773	-0.2498	0.1558	2.034	-0.4018	-0.2042	0.1813	2.211	6.125	3.111	1.8	3.789	1.769	0.9489	0.838	0.5827	-0.5827	0.2578	0.5075	2.209	21.33	4.265	18.5	0	0	0	0	61.27	0	0	0	13.57	0	0.888	0.6178	0.112	0.112	0.3822	0	107.6	74.84	13.57	13.57	46.31	0	1.32	-1.32	0.3211	0.4318	0.7353	0.6178	0.112	0.2647	0.3822	0.1527	89.08	74.84	13.57	32.07	46.31	18.5	3.183	23.86	0	0	3.186	0	88.22	0	20.15	1.499	0	0	20.15	0	27.05	0	0	88.22	0	0	17.07	0.8113	4	2.06	5.642	106.1	18.14	1.296	1	6	14	0	8	6	0	7	0	0	6	0	1	17.12	1	0.125	6	14	1	8	1	0.125	7	0	2.2	7.517	5.82	4.82	4.372	3.964	3.932	3.225	2.435	2.199	2.504	1.411	0.2041	0.2041	0.09623	0.09623	2.302	1.725	0.9357	0.7996	0	0	1.595	1.187	0.5316	0.453	0	0	0.4928	0.2887	0.1504	0.1111	0	0	0.687	5	9.098	0	0	0.7292	0	10.01	0.8333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1.833	-1.391	3.333	6	1	1	1	0	0.4	0.6667	3	1	1	121.1	154.5	13.57	0	81.25	22.06	13.57	64	7	34	3.93
2.944	0.656	0.03	0.137	0.577	-2.147	-0.6501	0.6967	2.069	-1.956	-0.5381	0.8059	2.259	-1.818	-0.4999	0.8543	2.403	-0.759	-0.3909	0.07893	1.797	-0.5541	-0.2639	0.1645	1.975	-0.4065	-0.2161	0.1931	2.106	4.167	2.222	1.333	2.582	1.215	0.6394	0.5231	0.3705	-0.3705	0.1667	0.1667	0	25.59	0	0	0	0	0	0	73.53	0	0	0	0	0	1	0.7418	0	0	0.2582	0	99.12	73.53	0	0	25.59	0	0.9	-0.9	0.1667	0.1667	1	0.7418	0	0	0.2582	0	99.12	73.53	0	0	25.59	0	2.644	0	0	0	0	0	105.9	0	0	1.687	0	0	0	0	0	0	0	105.9	0	0	0	0.9183	3.585	1.522	4.782	78.11	12	1	0	6	12	0	6	6	0	6	0	0	6	0	0	14.56	0	0	6	12	0	6	0	0	6	0	2.118	6.559	4.243	4.243	3.464	3.464	3	3	2	2	2.121	1.155	0	0	0	0	1.5	1.5	0.6667	0.6667	0	0	1.061	1.061	0.3849	0.3849	0	0	0	0	0	0	0	0	0.6061	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.906	-1.385	2.75	6	1	1	0	0	0	0	3	0	1	99.12	128.9	0	0	94.85	0	0	27	3	24	3.5
4.163	0.808	0.03	0.257	1.052	-2.131	-0.6465	0.6998	2.098	-1.97	-0.5381	0.8059	2.257	-1.812	-0.4999	0.8543	2.421	-0.7452	-0.3862	0.08069	1.855	-0.5798	-0.2639	0.1645	2.002	-0.4021	-0.2161	0.1931	2.159	6.125	3.111	1.8	3.47	1.592	0.8403	0.6906	0.4623	-0.4623	0.2145	0.4128	0	43.83	0	0	0	0	0	24.51	36.76	0	17.74	0	0	0	1	0.6432	0	0	0.3568	0	122.9	79.02	0	0	43.83	0	1.307	-1.307	0.3704	0.4262	0.6903	0.6432	0.1444	0.3097	0.3568	0.1652	84.81	79.02	17.74	38.04	43.83	20.3	3.116	0	31.06	0	19.79	0	88.22	0	0	1.558	0	0	0	47.66	3.186	0	0	88.22	0	0	23.79	0.8113	4	2.06	5.642	103.1	16.84	1.296	1	6	13	0	8	6	0	7	0	0	5	1	0	16.75	0	0	6	13	0	8	1	0.125	6	1	2.203	6.126	5.82	4.82	4.334	3.887	3.932	3.225	2.384	2.161	2.504	1.366	0.2041	0.2041	0.08333	0.08333	2.302	1.725	0.9029	0.7738	0	0	1.595	1.187	0.5127	0.4382	0	0	0.4928	0.2887	0.1335	0.09623	0	0	0.6683	5	9.137	0	0	0.7153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.288	2.027	1	0	0	1.566	-1.736	3.357	6	1	1	1	0	0.4	0.6667	3	0	1	122.9	154.3	17.74	0	81.25	20.3	17.74	64	7	34	2.98
7.187	1.427	0.03	0.515	1.45	-2.217	-0.6479	0.6986	2.224	-2.138	-0.5381	0.8059	2.322	-1.89	-0.4999	0.8543	2.553	-0.7523	-0.3881	0.07998	2.206	-0.7766	-0.2639	0.1645	2.325	-0.4067	-0.2161	0.1931	2.515	10.52	5.186	2.75	6.696	3.173	1.632	1.518	0.8581	-0.8581	0.2251	0.3341	4.417	42.65	0	8.459	0	0	0	0	122.5	0	0	0	13.57	0	0.9292	0.7102	0.07079	0.07079	0.2898	0	178.1	136.1	13.57	13.57	55.53	0	2.07	-2.07	0.1921	0.2754	0.8851	0.7102	0.07079	0.1149	0.2898	0.04414	169.6	136.1	13.57	22.03	55.53	8.459	5.632	23.86	0	0	6.371	0	176.4	5.688	0	2.918	0	5.688	0	0	30.23	0	0	176.4	0	0	17.07	0.6174	4.907	2.742	7.303	182.2	28.71	1.196	1	12	24	0	14	12	0	13	0	0	10	0	1	30.35	2	0.1333	12	25	1	15	2	0.1333	12	0	1.841	11.89	9.803	8.803	7.682	7.274	6.877	6.3	4.525	4.321	4.989	2.857	0.5258	0.3333	0.2177	0.1667	4.787	3.844	2.072	1.836	0	0	3.705	3.038	1.346	1.21	0	0	1.542	0.6639	0.4617	0.2758	0	0	0.6763	8	18.61	0	0	1.47	0	11.85	0	0	0.07519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.421	-3.458	5.799	12	1	2	2	0	0.5	1	4	0	2	191.6	269.5	13.57	0	162.5	8.459	13.57	307	18	68	4.11
4.379	0.853	0.207	0.607	0.803	-2.367	-0.6046	0.6585	2.278	-2.478	-0.4973	0.7633	2.395	-2.065	-0.4632	0.807	2.582	-0.8319	-0.3719	0.07251	2.02	-1.337	-0.2495	0.1557	2.16	-0.4887	-0.2041	0.1812	2.315	6.125	3.111	1.8	4.365	2.092	1.15	1.142	0.6593	-0.6593	0.1798	0.4946	21.72	21.33	17.24	0	0	0	0	2.209	61.27	0	0	0	0	6.651	0.949	0.5377	0.051	0.051	0.4623	0	123.8	70.13	6.651	6.651	60.29	0	1.883	-1.883	0.2195	0.5256	0.7157	0.5377	0.051	0.2843	0.4623	0.2333	93.34	70.13	6.651	37.08	60.29	30.43	3.454	0	0	0	3.186	32.9	106.7	0	0	1.412	32.9	0	0	0	3.186	0	0	88.22	0	18.44	26.02	0.8113	4	2.06	5.642	107.2	21.31	1.253	1	6	17	1	8	7	0	7	0	0	9	1	0	19.42	1	0.125	6	17	0	8	1	0.125	11	0	2.189	9.179	5.82	4.82	4.671	4.094	3.932	3.225	2.672	2.264	2.504	1.486	0.2041	0.2041	0.1179	0.1179	2.302	1.725	1.079	0.8428	0	0	1.595	1.187	0.6141	0.478	0	0	0.4928	0.2887	0.2041	0.1361	0	0	0.6379	5	9.99	0	0	1.187	0	0	0	0	0	0	0	0	0	5.35	0	0.6397	0	0	0	0	0	0	0	0	1	1	0	1.162	-1.05	3.505	6	1	1	1	0	0.4	0.6667	3	0	1	130.4	168	0	0	101.6	0	17.74	64	7	34	3.02
4.82	0.928	0.03	0.181	0.777	-2.246	-0.6485	0.6981	2.182	-2.031	-0.5381	0.8059	2.402	-1.896	-0.4999	0.8543	2.54	-0.7541	-0.3888	0.07973	2.177	-0.5502	-0.2639	0.1645	2.376	-0.4059	-0.2161	0.1931	2.505	8.592	4.297	2.25	5.505	2.627	1.325	1.205	0.6201	-0.6201	0.1006	0.09954	0	42.65	0	0	0	0	0	4.417	122.5	0	0	0	0	0	1	0.7485	0	0	0.2515	0	169.6	127	0	0	42.65	0	1.5	-1.5	0.1	0.1	1	0.7225	0	0	0.2775	0	169.6	122.5	0	0	47.07	0	5.188	0	0	0	0	6.371	176.4	0	0	3.354	0	0	0	0	0	0	0	182.8	0	0	0	0.6813	4.7	2.55	6.846	154.2	21.87	0.994	0	12	22	0	12	12	0	12	0	0	10	0	0	27.79	1	0.07692	12	23	0	13	1	0.07692	11	0	1.83	10.93	8.226	8.226	6.774	6.774	5.966	5.966	4.071	4.071	4.796	2.732	0.3333	0.3333	0.1667	0.1667	3.966	3.966	1.881	1.881	0	0	3.211	3.211	1.261	1.261	0	0	0.9428	0.9428	0.3849	0.3849	0	0	0.6324	7	20.78	0	2.552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.866	-3.811	5.211	12	1	2	1	0	0.4286	0.75	4	0	2	169.6	243.8	0	0	162.5	0	0	198	14	58	4.8
4.196	0.964	0.03	0.115	0.789	-2.136	-0.6541	0.6874	2.081	-1.936	-0.4818	0.8843	2.302	-1.801	-0.4464	0.9386	2.435	-0.7479	-0.3929	0.0705	1.806	-0.5472	-0.2364	0.2688	2.028	-0.4028	-0.1931	0.313	2.15	5.143	2.344	1.5	5.141	2.343	1.499	1.721	0.3289	-0.3289	0.1911	0.1876	2.252	21.33	0	0	0	0	0	24.51	80.39	0	0	0	0	0	1	0.8165	0	0	0.1835	0	128.5	104.9	0	0	23.58	0	0.861	-0.861	0.1742	0.1742	1	0.8165	0	0	0.1835	0	128.5	104.9	0	0	23.58	0	3.414	0	0	3.055	0	0	88.22	0	45.95	2.449	0	0	0	0	0	3.055	0	88.22	0	45.95	0	0.8631	3.807	1.761	5.255	157	15.9	1.325	0	6	12	0	7	7	1	6	0	0	5	0	0	16.94	0	0	6	12	0	7	0	0	6	0	2.215	6.756	5.113	4.113	5.351	3.387	3.394	2.816	2.893	1.911	1.927	1.077	0.2887	0	0.3273	0	1.894	1.316	1.262	0.6071	0	0	1.307	0.8985	0.7199	0.3419	0	0	0.4082	0	0.378	0	0	0	0.9946	4	9.971	0	1.134	0	0	0	0	0	0	3.311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.704	-2.475	3.475	6	1	1	0	0	0.25	0.3333	3	0	1	128.5	157.9	0	0	124.9	0	0	42	5	30	4.45
2.413	0.171	0.03	0.423	0.622	-2.49	-0.1571	0.03386	2.468	-2.376	-0.06208	0.123	2.594	-2.254	0.03607	0.1057	2.709	-0.7761	-0.2221	-0.1261	1.88	-0.808	-0.1834	-0.037	1.976	-0.5224	-0.09974	-0.0543	2.095	5	4	4	4.021	2.997	2.673	2.41	0.4154	-0.4154	0.2896	0.7246	38.56	0	22.77	0	0	0	0	8.701	18.75	0	0	0	0	13.57	0.8674	0.4008	0.1326	0.1326	0.5992	0	88.78	41.02	13.57	13.57	61.33	0	0.57	-0.57	0.7877	1	0.6866	0.1326	0.1326	0.3134	0.8674	0.1808	70.27	13.57	13.57	32.07	88.78	18.5	2.097	23.86	0	0	0	0	37.74	0	53.47	0.9854	0	0	44.01	0	0	0	0	0	37.74	33.33	17.07	0.9044	3	1.846	4.146	72.11	16.11	1.239	1	0	13	0	5	3	0	4	0	0	8	0	1	13.18	2	0.5	0	12	1	4	2	0.5	11	0	2.245	9.704	4.121	3.121	3.4	2.992	2.414	1.707	1.851	1.615	0.8536	0.7887	0	0	0	0	0.7071	0.3536	0.4065	0.2887	0	0	0.3536	0	0.1179	0	0	0	0	0	0	0	0	0	0.6393	4	0	0	0	0	0	9.405	0.9306	0	0	0	1.981	0	0	0	0	1.684	0	0	0	0	0	0	0	0	1	0	0	1.088	-0.3474	2.228	0	1	0	2	0	0.5	1	2	1	0	102.3	112.8	13.57	0	61.03	22.06	13.57	20	2	14	3.65
5.094	0.538	0.03	0.511	0.701	-2.678	-0.1066	0.09659	2.937	-2.611	-0.01421	0.1676	3	-2.435	0.01418	0.2048	3.188	-0.8008	-0.2171	-0.1285	2.783	-0.8374	-0.1568	-0.037	2.856	-0.5441	-0.105	-0.02268	3.007	7.639	1.837	0.666	6.991	1.665	0.5985	1.058	0.6029	-0.6029	0.2322	0.4923	76.95	0	8.459	0	0	0	0	17.4	56.24	0	0	0	13.57	0	0.9214	0.5052	0.07859	0.07859	0.4948	0	159.1	87.21	13.57	13.57	85.41	0	0.57	-0.57	0.786	1	0.8724	0.07859	0.07859	0.1276	0.9214	0.049	150.6	13.57	13.57	22.03	159.1	8.459	4.424	23.86	0	4.411	0	0	56.61	5.688	99.98	2.402	0	5.688	23.86	0	4.411	0	0	0	56.61	99.98	17.07	0.7186	4.585	1.768	6.671	152.2	31.16	1.154	1	0	27	0	11	9	0	10	0	0	16	0	1	29.07	0	0	0	28	1	12	0	0	27	0	2.405	18.45	8.276	7.276	7.607	7.199	4.983	4.406	4.516	4.312	4.815	4.67	1.803	1.599	1.611	1.539	5.23	4.358	4.483	4.174	0.2464	0.2464	3.08	2.279	2.409	2.126	0.2327	0.2327	5.363	4.344	4.495	4.134	2	2	0.6574	4	0	0	0	0	0	11.57	0	0	0.5127	0	6.674	0	0	0	0	3.252	0	0	0.6806	0	0.3073	0	0	0	1	0	0	1.9	-2.085	4.463	8	1	2	2	0	0.5	1	2	0	2	172.6	231.6	13.57	0	137.9	8.459	13.57	123	19	66	3.14
3.138	0.51	0.03	0.094	0.626	-1.907	-0.06656	-0.06656	2.107	-1.562	0.6895	0.6895	2.466	-1.579	0.5853	0.5853	2.434	-0.5521	-0.2266	-0.2266	1.232	-0.3168	0.5295	0.5295	1.701	-0.3066	0.4253	0.4253	1.641	5	1	0	14.46	3.764	0	10.89	0.2662	-0.2662	1	0.25	0	0	0	0	0	0	0	0	118.3	0	0	0	0	0	1	1	0	0	0	0	118.3	118.3	0	0	0	0	1.16	-1.16	1	0.25	0	1	1	1	0	0	0	118.3	118.3	118.3	0	0	2.611	0	0	0	0	0	0	0	156.6	2.973	0	0	0	0	0	0	0	0	0	156.6	0	0.9044	3	0.971	4.25	153.8	3.61	0.7219	0	0	5	0	5	4	0	1	4	0	0	0	0	10.48	0	0	0	4	0	4	0	0	4	0	3.024	1.68	4.5	0.5	5.036	0.5	2	0	2.268	0	0	0	2	0	2.916	0	0	0	0	0	0.5	0	0	0	0	0	0.8265	0	0	0	0	0	0	0	1.506	2	0	0	0	0	0	0	0	0	0	0	0	19.31	0	0	0	0	0	0	0	0	-1.611	0	0	0	0	0	0	2.421	-2.82	2.355	0	1	0	0	0	0.5	1	1	0	0	118.3	102.1	0	0	118.3	0	0	16	0	20	3.56
3.768	0.791	0.03	0.126	0.71	-2.133	-0.6556	0.6853	2.085	-1.933	-0.4844	0.8662	2.299	-1.802	-0.4539	0.9013	2.424	-0.7458	-0.3944	0.07003	1.809	-0.5452	-0.2355	0.2504	2.02	-0.4014	-0.1936	0.2663	2.132	5.143	2.344	1.5	4.389	1.939	1.198	1.216	0.3528	-0.3528	0.1792	0.2368	4.52	21.33	0	0	0	0	0	24.51	66.35	0	0	0	0	0	1	0.7785	0	0	0.2215	0	116.7	90.86	0	0	25.85	0	0.927	-0.927	0.1909	0.1909	1	0.7785	0	0	0.2215	0	116.7	90.86	0	0	25.85	0	3.145	0	0	0	3.501	0	88.22	0	39.15	2.34	0	0	0	0	0	0	3.501	88.22	0	39.15	0	0.8631	3.807	1.761	5.255	112.6	15.9	1.325	0	6	12	0	7	7	0	6	1	0	5	0	0	16.07	0	0	6	12	0	7	0	0	6	0	2.215	5.886	5.113	4.113	4.521	3.387	3.394	2.816	2.478	1.911	1.927	1.077	0.2887	0	0.189	0	1.894	1.316	0.9851	0.6071	0	0	1.307	0.8985	0.5601	0.3419	0	0	0.4082	0	0.2182	0	0	0	0.7772	4	9.444	0	0.794	0	0	0	0	0	0	0	0	5.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.498	-2.119	3.226	6	1	1	0	0	0.25	0.3333	3	0	1	116.7	144.8	0	0	113.1	0	0	42	5	30	3.7
2.525	0.389	0.099	0.068	0.509	-1.937	-0.08703	-0.003106	2.072	-1.64	0.4058	0.6895	2.404	-1.646	0.3458	0.5853	2.38	-0.595	-0.247	-0.1615	1.208	-0.393	0.2521	0.5295	1.627	-0.3762	0.1943	0.4253	1.578	4	1.333	0	11.38	5.504	0	15.65	0.2611	-0.2611	0.6914	0.3333	0	4.265	0	5.589	0	0	0	0	88.75	0	0	0	0	0	1	0.9001	0	0	0.09994	0	98.6	88.75	0	0	9.854	0	0.87	-0.87	1	0.3333	0.04326	0.9001	0.9001	0.9567	0.09994	0.05668	4.265	88.75	88.75	94.33	9.854	5.589	2.131	0	0	0	5.356	0	0	0	117.4	2.406	0	0	0	0	0	0	0	0	5.356	117.4	0	0.9544	2.585	1	3.503	119.4	6.855	1.371	0	0	5	0	4	3	0	1	3	0	1	0	0	8.967	0	0	0	4	0	3	0	0	4	0	2.324	2.353	3.577	0.5774	3.979	0.5774	1.732	0	1.964	0	0	0	0.5774	0	0.8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.385	2	0	0	0	0	0	0	0	0	0	0	0	14.42	0	0	0	0	0	0	-0.75	0	0	0	0	0	0	0	0	1.738	-1.323	2.017	0	1	0	0	0	0.5	1	1	0	0	98.6	86.19	0	0	88.75	9.142	0	9	0	12	3.06
4.24	0.649	0.03	0.151	0.514	-2.537	-0.5541	0.6138	2.481	-2.376	-0.4511	0.7144	2.641	-2.276	-0.4226	0.7511	2.75	-0.7851	-0.3518	0.06495	2.21	-0.6204	-0.2335	0.1463	2.371	-0.518	-0.1916	0.1676	2.484	7.111	3.24	2	5.29	2.309	1.366	1.357	0.485	-0.485	0.1279	0.1273	29.86	21.33	0	0	0	0	0	2.209	98.77	0	0	0	0	0	1	0.6636	0	0	0.3364	0	152.2	101	0	0	51.18	0	0.8935	-0.8935	0.1679	0.1679	1	0.4172	0	0	0.5828	0	152.2	63.48	0	0	88.68	0	4.053	0	0	0	7.596	0	88.22	0	66.65	2.81	0	0	0	0	3.186	0	4.411	88.22	0	66.65	0	0.7642	4.17	2.15	6.005	120.2	20.69	0.9852	0	6	21	0	9	9	0	9	0	0	12	0	0	23.84	1	0.1111	6	21	0	9	1	0.1111	15	0	2.277	13.12	6.69	6.69	5.964	5.964	4.305	4.305	3.354	3.354	3.642	2.565	0.5	0.5	0.3849	0.3849	2.593	2.593	1.466	1.466	0	0	1.801	1.801	0.8379	0.8379	0	0	1.04	1.04	0.6369	0.6369	0	0	0.5946	5	10.52	0	0	1.414	0	0	0	0	0	0	4.407	0	0	0	0	0	0	0	0.6585	0	0	0	0	0	0	0	0	3.562	-2.889	4.085	6	1	1	1	0	0.4	0.6667	3	0	1	152.2	202.2	0	0	142.3	0	0	88	9	40	4.23
3.124	0.248	0.03	0.071	0.277	-2.769	-0.2232	0.265	2.696	-2.592	-0.1195	0.3685	2.872	-2.513	-0.1285	0.3602	2.953	-0.7995	-0.2267	-0.04014	2.293	-0.6154	-0.1173	0.0607	2.451	-0.5293	-0.1194	0.05009	2.512	4.167	2.222	1.333	4.167	2.222	1.333	1.543	0.3183	-0.3183	0.08333	0.1667	51.18	0	0	0	0	0	0	0	52.21	0	0	0	0	0	1	0.5049	0	0	0.4951	0	103.4	52.21	0	0	51.18	0	0	0	0	0	1	0	0	0	1	0	103.4	0	0	0	103.4	0	2.77	0	0	0	0	0	113.2	0	0	2.341	0	0	0	0	0	0	0	0	113.2	0	0	0.9183	3.585	1.522	4.782	84.16	16.53	0.9183	0	0	18	0	6	6	0	6	0	0	12	0	0	18.56	0	0	0	18	0	6	0	0	18	0	2	13.12	4.243	4.243	4.243	4.243	3	3	3	3	2.121	2.121	0	0	0	0	1.5	1.5	1.5	1.5	0	0	1.061	1.061	1.061	1.061	0	0	0	0	0	0	0	0	0.5742	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3.615	-2.831	2.808	6	1	1	2	0	0	0	3	0	1	103.4	146.6	0	0	94.85	0	0	27	3	24	2.96
