assay_name	compound_pubchem_cid	assay_outcome
tox21-ap1-agonist-p1	CID_36242	0
tox21-ap1-agonist-p1	CID_11241	0
tox21-ap1-agonist-p1	CID_8571	0
tox21-ap1-agonist-p1	CID_7948	0
tox21-ap1-agonist-p1	CID_3420996	0
tox21-ap1-agonist-p1	CID_5362708	0
tox21-ap1-agonist-p1	CID_15286	0
tox21-ap1-agonist-p1	CID_7488	0
tox21-ap1-agonist-p1	CID_7849	0
tox21-ap1-agonist-p1	CID_23662383	0
tox21-ap1-agonist-p1	CID_4610	0
tox21-ap1-agonist-p1	CID_8178	0
tox21-ap1-agonist-p1	CID_12170	0
tox21-ap1-agonist-p1	CID_18635	0
tox21-ap1-agonist-p1	CID_10913	0
tox21-ap1-agonist-p1	CID_9787	0
tox21-ap1-agonist-p1	CID_142482	0
tox21-ap1-agonist-p1	CID_33286	0
tox21-ap1-agonist-p1	CID_22697	0
tox21-ap1-agonist-p1	CID_10160166	0
tox21-ap1-agonist-p1	CID_12837	0
tox21-ap1-agonist-p1	CID_1254	0
tox21-ap1-agonist-p1	CID_61282	0
tox21-ap1-agonist-p1	CID_180494	0
tox21-ap1-agonist-p1	CID_25015677	0
tox21-ap1-agonist-p1	CID_517121	0
tox21-ap1-agonist-p1	CID_6819	0
tox21-ap1-agonist-p1	CID_16316	0
tox21-ap1-agonist-p1	CID_9993	0
tox21-ap1-agonist-p1	CID_6809	0
tox21-ap1-agonist-p1	CID_9076	0
tox21-ap1-agonist-p1	CID_6877	0
tox21-ap1-agonist-p1	CID_17049	0
tox21-ap1-agonist-p1	CID_9570093	0
tox21-ap1-agonist-p1	CID_13838	0
tox21-ap1-agonist-p1	CID_3485	0
tox21-ap1-agonist-p1	CID_94377	0
tox21-ap1-agonist-p1	CID_9568700	0
tox21-ap1-agonist-p1	CID_10963	0
tox21-ap1-agonist-p1	CID_73852	0
tox21-ap1-agonist-p1	CID_8615	0
tox21-ap1-agonist-p1	CID_26176	0
tox21-ap1-agonist-p1	CID_5319879	0
tox21-ap1-agonist-p1	CID_904857	0
tox21-ap1-agonist-p1	CID_62655	0
tox21-ap1-agonist-p1	CID_59694	0
tox21-ap1-agonist-p1	CID_38284	0
tox21-ap1-agonist-p1	CID_18617	0
tox21-ap1-agonist-p1	CID_31288	0
tox21-ap1-agonist-p1	CID_811	0
tox21-ap1-agonist-p1	CID_37123	0
tox21-ap1-agonist-p1	CID_445639	0
tox21-ap1-agonist-p1	CID_8462	0
tox21-ap1-agonist-p1	CID_60196435	0
tox21-ap1-agonist-p1	CID_69861	0
tox21-ap1-agonist-p1	CID_62277	0
tox21-ap1-agonist-p1	CID_10687	0
tox21-ap1-agonist-p1	CID_7076	0
tox21-ap1-agonist-p1	CID_23667648	0
tox21-ap1-agonist-p1	CID_23668568	0
tox21-ap1-agonist-p1	CID_8372	0
tox21-ap1-agonist-p1	CID_102861	0
tox21-ap1-agonist-p1	CID_23692768	0
tox21-ap1-agonist-p1	CID_23667638	0
tox21-ap1-agonist-p1	CID_31218	0
tox21-ap1-agonist-p1	CID_10194	0
tox21-ap1-agonist-p1	CID_7355	0
tox21-ap1-agonist-p1	CID_11855	0
tox21-ap1-agonist-p1	CID_19499	0
tox21-ap1-agonist-p1	CID_7078	0
tox21-ap1-agonist-p1	CID_15560	0
tox21-ap1-agonist-p1	CID_82343	0
tox21-ap1-agonist-p1	CID_11173	0
tox21-ap1-agonist-p1	CID_18938	0
tox21-ap1-agonist-p1	CID_60196436	0
tox21-ap1-agonist-p1	CID_62823	0
tox21-ap1-agonist-p1	CID_62630	0
tox21-ap1-agonist-p1	CID_6440554	0
tox21-ap1-agonist-p1	CID_7985	0
tox21-ap1-agonist-p1	CID_31256	0
tox21-ap1-agonist-p1	CID_1752	0
tox21-ap1-agonist-p1	CID_22456	0
tox21-ap1-agonist-p1	CID_6383	0
tox21-ap1-agonist-p1	CID_637531	0
tox21-ap1-agonist-p1	CID_5192	0
tox21-ap1-agonist-p1	CID_12389	0
tox21-ap1-agonist-p1	CID_12433	0
tox21-ap1-agonist-p1	CID_1133	0
tox21-ap1-agonist-p1	CID_13522	0
tox21-ap1-agonist-p1	CID_7153	0
tox21-ap1-agonist-p1	CID_75311	0
tox21-ap1-agonist-p1	CID_5281576	0
tox21-ap1-agonist-p1	CID_15032	0
tox21-ap1-agonist-p1	CID_23700188	0
tox21-ap1-agonist-p1	CID_524314	0
tox21-ap1-agonist-p1	CID_5364420	0
tox21-ap1-agonist-p1	CID_90558	0
tox21-ap1-agonist-p1	CID_75576	0
tox21-ap1-agonist-p1	CID_4132186	0
tox21-ap1-agonist-p1	CID_27756	0
tox21-ap1-agonist-p1	CID_11867	0
tox21-ap1-agonist-p1	CID_338	0
tox21-ap1-agonist-p1	CID_15817	0
tox21-ap1-agonist-p1	CID_13578	0
tox21-ap1-agonist-p1	CID_6559	0
tox21-ap1-agonist-p1	CID_7451	0
tox21-ap1-agonist-p1	CID_9473	0
tox21-ap1-agonist-p1	CID_17162	0
tox21-ap1-agonist-p1	CID_7298	0
tox21-ap1-agonist-p1	CID_10287749	0
tox21-ap1-agonist-p1	CID_163934	0
tox21-ap1-agonist-p1	CID_17355	0
tox21-ap1-agonist-p1	CID_19602	0
tox21-ap1-agonist-p1	CID_10685477	0
tox21-ap1-agonist-p1	CID_23677963	0
tox21-ap1-agonist-p1	CID_129491	0
tox21-ap1-agonist-p1	CID_87250	0
tox21-ap1-agonist-p1	CID_12276	0
tox21-ap1-agonist-p1	CID_16684880	0
tox21-ap1-agonist-p1	CID_7222	0
tox21-ap1-agonist-p1	CID_1004	0
tox21-ap1-agonist-p1	CID_12025	0
tox21-ap1-agonist-p1	CID_7915	0
tox21-ap1-agonist-p1	CID_31279	0
tox21-ap1-agonist-p1	CID_79878	0
tox21-ap1-agonist-p1	CID_7092	0
tox21-ap1-agonist-p1	CID_15909	0
tox21-ap1-agonist-p1	CID_10868	0
tox21-ap1-agonist-p1	CID_76262	0
tox21-ap1-agonist-p1	CID_7360	0
tox21-ap1-agonist-p1	CID_91511	0
tox21-ap1-agonist-p1	CID_69144	0
tox21-ap1-agonist-p1	CID_7694	0
tox21-ap1-agonist-p1	CID_1549520	0
tox21-ap1-agonist-p1	CID_795	0
tox21-ap1-agonist-p1	CID_20352	0
tox21-ap1-agonist-p1	CID_17816	0
tox21-ap1-agonist-p1	CID_15294	0
tox21-ap1-agonist-p1	CID_6732	0
tox21-ap1-agonist-p1	CID_31244	0
tox21-ap1-agonist-p1	CID_66	0
tox21-ap1-agonist-p1	CID_16230	0
tox21-ap1-agonist-p1	CID_8497	0
tox21-ap1-agonist-p1	CID_31269	0
tox21-ap1-agonist-p1	CID_6946	0
tox21-ap1-agonist-p1	CID_7977	0
tox21-ap1-agonist-p1	CID_5798	0
tox21-ap1-agonist-p1	CID_5284448	0
tox21-ap1-agonist-p1	CID_78170	0
tox21-ap1-agonist-p1	CID_7269	0
tox21-ap1-agonist-p1	CID_16212880	0
tox21-ap1-agonist-p1	CID_237332	0
tox21-ap1-agonist-p1	CID_12525	0
tox21-ap1-agonist-p1	CID_4343483	0
tox21-ap1-agonist-p1	CID_33094	0
tox21-ap1-agonist-p1	CID_4616	0
tox21-ap1-agonist-p1	CID_520108	0
tox21-ap1-agonist-p1	CID_31215	0
tox21-ap1-agonist-p1	CID_17857	0
tox21-ap1-agonist-p1	CID_19395	0
tox21-ap1-agonist-p1	CID_41206	0
tox21-ap1-agonist-p1	CID_12388	0
tox21-ap1-agonist-p1	CID_9795	0
tox21-ap1-agonist-p1	CID_12713	0
tox21-ap1-agonist-p1	CID_8195	0
tox21-ap1-agonist-p1	CID_16036578	0
tox21-ap1-agonist-p1	CID_31100	0
tox21-ap1-agonist-p1	CID_6184	0
tox21-ap1-agonist-p1	CID_61040	0
tox21-ap1-agonist-p1	CID_520196	0
tox21-ap1-agonist-p1	CID_74282	0
tox21-ap1-agonist-p1	CID_12021	0
tox21-ap1-agonist-p1	CID_2734161	0
tox21-ap1-agonist-p1	CID_6547	0
tox21-ap1-agonist-p1	CID_7913	0
tox21-ap1-agonist-p1	CID_3220	0
tox21-ap1-agonist-p1	CID_10914	0
tox21-ap1-agonist-p1	CID_50896	0
tox21-ap1-agonist-p1	CID_11317	0
tox21-ap1-agonist-p1	CID_9740	0
tox21-ap1-agonist-p1	CID_18689	0
tox21-ap1-agonist-p1	CID_8559	0
tox21-ap1-agonist-p1	CID_24434	0
tox21-ap1-agonist-p1	CID_32933	0
tox21-ap1-agonist-p1	CID_87587	0
tox21-ap1-agonist-p1	CID_11074431	0
tox21-ap1-agonist-p1	CID_12301	0
tox21-ap1-agonist-p1	CID_83572	0
tox21-ap1-agonist-p1	CID_10009	0
tox21-ap1-agonist-p1	CID_590836	0
tox21-ap1-agonist-p1	CID_5963	0
tox21-ap1-agonist-p1	CID_707035	0
tox21-ap1-agonist-p1	CID_17317	0
tox21-ap1-agonist-p1	CID_8183	0
tox21-ap1-agonist-p1	CID_7635	0
tox21-ap1-agonist-p1	CID_15088	0
tox21-ap1-agonist-p1	CID_4445035	0
tox21-ap1-agonist-p1	CID_7592	0
tox21-ap1-agonist-p1	CID_7198	0
tox21-ap1-agonist-p1	CID_2757748	0
tox21-ap1-agonist-p1	CID_24309	0
tox21-ap1-agonist-p1	CID_15406	0
tox21-ap1-agonist-p1	CID_66743	0
tox21-ap1-agonist-p1	CID_5281708	0
tox21-ap1-agonist-p1	CID_162461	0
tox21-ap1-agonist-p1	CID_12251	0
tox21-ap1-agonist-p1	CID_7610	0
tox21-ap1-agonist-p1	CID_7732	0
tox21-ap1-agonist-p1	CID_10870	0
tox21-ap1-agonist-p1	CID_19458	0
tox21-ap1-agonist-p1	CID_8836	0
tox21-ap1-agonist-p1	CID_12736	0
tox21-ap1-agonist-p1	CID_6672	0
tox21-ap1-agonist-p1	CID_24744	0
tox21-ap1-agonist-p1	CID_8359	0
tox21-ap1-agonist-p1	CID_8168	0
tox21-ap1-agonist-p1	CID_23672325	0
tox21-ap1-agonist-p1	CID_32485	0
tox21-ap1-agonist-p1	CID_70308	0
tox21-ap1-agonist-p1	CID_5889	0
tox21-ap1-agonist-p1	CID_8469	0
tox21-ap1-agonist-p1	CID_12281	0
tox21-ap1-agonist-p1	CID_7469	0
tox21-ap1-agonist-p1	CID_971	0
tox21-ap1-agonist-p1	CID_62306	0
tox21-ap1-agonist-p1	CID_12868	0
tox21-ap1-agonist-p1	CID_16402	0
tox21-ap1-agonist-p1	CID_77703	0
tox21-ap1-agonist-p1	CID_8458	0
tox21-ap1-agonist-p1	CID_5283349	0
tox21-ap1-agonist-p1	CID_6934	0
tox21-ap1-agonist-p1	CID_73674	0
tox21-ap1-agonist-p1	CID_8111	0
tox21-ap1-agonist-p1	CID_22311	0
tox21-ap1-agonist-p1	CID_117549	0
tox21-ap1-agonist-p1	CID_8205	0
tox21-ap1-agonist-p1	CID_6654	0
tox21-ap1-agonist-p1	CID_88069	0
tox21-ap1-agonist-p1	CID_87244	0
tox21-ap1-agonist-p1	CID_91649	0
tox21-ap1-agonist-p1	CID_7956	0
tox21-ap1-agonist-p1	CID_11123	0
tox21-ap1-agonist-p1	CID_66688	0
tox21-ap1-agonist-p1	CID_15278	0
tox21-ap1-agonist-p1	CID_23676704	0
tox21-ap1-agonist-p1	CID_7394	0
tox21-ap1-agonist-p1	CID_7395	0
tox21-ap1-agonist-p1	CID_11883	0
tox21-ap1-agonist-p1	CID_8192	0
tox21-ap1-agonist-p1	CID_10159191	0
tox21-ap1-agonist-p1	CID_60196440	0
tox21-ap1-agonist-p1	CID_62783	0
tox21-ap1-agonist-p1	CID_27423	0
tox21-ap1-agonist-p1	CID_11660	0
tox21-ap1-agonist-p1	CID_75908	0
tox21-ap1-agonist-p1	CID_17163	0
tox21-ap1-agonist-p1	CID_37829	0
tox21-ap1-agonist-p1	CID_2734171	0
tox21-ap1-agonist-p1	CID_77781	0
tox21-ap1-agonist-p1	CID_17719	0
tox21-ap1-agonist-p1	CID_8119	0
tox21-ap1-agonist-p1	CID_13271	0
tox21-ap1-agonist-p1	CID_8064	0
tox21-ap1-agonist-p1	CID_12573	0
tox21-ap1-agonist-p1	CID_16278	0
tox21-ap1-agonist-p1	CID_10129	0
tox21-ap1-agonist-p1	CID_11776	0
tox21-ap1-agonist-p1	CID_7713	0
tox21-ap1-agonist-p1	CID_8872	0
tox21-ap1-agonist-p1	CID_7207	0
tox21-ap1-agonist-p1	CID_154914	0
tox21-ap1-agonist-p1	CID_6571	0
tox21-ap1-agonist-p1	CID_5282379	0
tox21-ap1-agonist-p1	CID_8258	0
tox21-ap1-agonist-p1	CID_10723	0
tox21-ap1-agonist-p1	CID_81313	0
tox21-ap1-agonist-p1	CID_8112	0
tox21-ap1-agonist-p1	CID_61032	0
tox21-ap1-agonist-p1	CID_2723942	0
tox21-ap1-agonist-p1	CID_3035467	0
tox21-ap1-agonist-p1	CID_1910825	0
tox21-ap1-agonist-p1	CID_3727	0
tox21-ap1-agonist-p1	CID_17318	0
tox21-ap1-agonist-p1	CID_5281168	0
tox21-ap1-agonist-p1	CID_34306	0
tox21-ap1-agonist-p1	CID_82227	0
tox21-ap1-agonist-p1	CID_6510	0
tox21-ap1-agonist-p1	CID_14896	0
tox21-ap1-agonist-p1	CID_18050	0
tox21-ap1-agonist-p1	CID_15313	0
tox21-ap1-agonist-p1	CID_5281707	0
tox21-ap1-agonist-p1	CID_165286	0
tox21-ap1-agonist-p1	CID_78771	0
tox21-ap1-agonist-p1	CID_72884	0
tox21-ap1-agonist-p1	CID_2734247	0
tox21-ap1-agonist-p1	CID_7666	0
tox21-ap1-agonist-p1	CID_8390	0
tox21-ap1-agonist-p1	CID_522105	0
tox21-ap1-agonist-p1	CID_8794	0
tox21-ap1-agonist-p1	CID_18177	0
tox21-ap1-agonist-p1	CID_11954	0
tox21-ap1-agonist-p1	CID_5987	0
tox21-ap1-agonist-p1	CID_12056760	0
tox21-ap1-agonist-p1	CID_65360	0
tox21-ap1-agonist-p1	CID_21013	0
tox21-ap1-agonist-p1	CID_6440556	0
tox21-ap1-agonist-p1	CID_7509	0
tox21-ap1-agonist-p1	CID_10313079	0
tox21-ap1-agonist-p1	CID_31432	0
tox21-ap1-agonist-p1	CID_6397	0
tox21-ap1-agonist-p1	CID_7044	0
tox21-ap1-agonist-p1	CID_23160050	0
tox21-ap1-agonist-p1	CID_5364509	0
tox21-ap1-agonist-p1	CID_8151	0
tox21-ap1-agonist-p1	CID_8452	0
tox21-ap1-agonist-p1	CID_8285	0
tox21-ap1-agonist-p1	CID_6437875	0
tox21-ap1-agonist-p1	CID_7979	0
tox21-ap1-agonist-p1	CID_5284499	0
tox21-ap1-agonist-p1	CID_222536	0
tox21-ap1-agonist-p1	CID_26690	0
tox21-ap1-agonist-p1	CID_23194	0
tox21-ap1-agonist-p1	CID_12342	0
tox21-ap1-agonist-p1	CID_2734223	0
tox21-ap1-agonist-p1	CID_7726	0
tox21-ap1-agonist-p1	CID_8502	0
tox21-ap1-agonist-p1	CID_16659	0
tox21-ap1-agonist-p1	CID_517063	0
tox21-ap1-agonist-p1	CID_62477	0
tox21-ap1-agonist-p1	CID_15074	0
tox21-ap1-agonist-p1	CID_5576	0
tox21-ap1-agonist-p1	CID_7949	0
tox21-ap1-agonist-p1	CID_60196438	0
tox21-ap1-agonist-p1	CID_11499271	0
tox21-ap1-agonist-p1	CID_7684	0
tox21-ap1-agonist-p1	CID_8438	0
tox21-ap1-agonist-p1	CID_10453	0
tox21-ap1-agonist-p1	CID_11746	0
tox21-ap1-agonist-p1	CID_6811	0
tox21-ap1-agonist-p1	CID_7369	0
tox21-ap1-agonist-p1	CID_15132	0
tox21-ap1-agonist-p1	CID_18502	0
tox21-ap1-agonist-p1	CID_24883	0
tox21-ap1-agonist-p1	CID_2537	0
tox21-ap1-agonist-p1	CID_7062	0
tox21-ap1-agonist-p1	CID_8129	0
tox21-ap1-agonist-p1	CID_108242	0
tox21-ap1-agonist-p1	CID_3437714	0
tox21-ap1-agonist-p1	CID_79414	0
tox21-ap1-agonist-p1	CID_5743	0
tox21-ap1-agonist-p1	CID_11671	0
tox21-ap1-agonist-p1	CID_12748	0
tox21-ap1-agonist-p1	CID_13205	0
tox21-ap1-agonist-p1	CID_7321	0
tox21-ap1-agonist-p1	CID_66245	0
tox21-ap1-agonist-p1	CID_5793	0
tox21-ap1-agonist-p1	CID_7734	0
tox21-ap1-agonist-p1	CID_12017	0
tox21-ap1-agonist-p1	CID_6490	0
tox21-ap1-agonist-p1	CID_61020	0
tox21-ap1-agonist-p1	CID_7597	0
tox21-ap1-agonist-p1	CID_7954	0
tox21-ap1-agonist-p1	CID_135	0
tox21-ap1-agonist-p1	CID_8906	0
tox21-ap1-agonist-p1	CID_6549	0
tox21-ap1-agonist-p1	CID_25015	0
tox21-ap1-agonist-p1	CID_8314	0
tox21-ap1-agonist-p1	CID_8858	0
tox21-ap1-agonist-p1	CID_612	0
tox21-ap1-agonist-p1	CID_26955	0
tox21-ap1-agonist-p1	CID_27655	0
tox21-ap1-agonist-p1	CID_7521	0
tox21-ap1-agonist-p1	CID_15439	0
tox21-ap1-agonist-p1	CID_19920	0
tox21-ap1-agonist-p1	CID_5943	0
tox21-ap1-agonist-p1	CID_7748	0
tox21-ap1-agonist-p1	CID_31296	0
tox21-ap1-agonist-p1	CID_16932	0
tox21-ap1-agonist-p1	CID_5811	0
tox21-ap1-agonist-p1	CID_36159	0
tox21-ap1-agonist-p1	CID_86607	0
tox21-ap1-agonist-p1	CID_10432339	0
tox21-ap1-agonist-p1	CID_10068207	0
tox21-ap1-agonist-p1	CID_70837	0
tox21-ap1-agonist-p1	CID_13282	0
tox21-ap1-agonist-p1	CID_326	0
tox21-ap1-agonist-p1	CID_5759	0
tox21-ap1-agonist-p1	CID_66854	0
tox21-ap1-agonist-p1	CID_7931	0
tox21-ap1-agonist-p1	CID_22710	0
tox21-ap1-agonist-p1	CID_6569	0
tox21-ap1-agonist-p1	CID_5391	0
tox21-ap1-agonist-p1	CID_7407	0
tox21-ap1-agonist-p1	CID_115157	0
tox21-ap1-agonist-p1	CID_7354	0
tox21-ap1-agonist-p1	CID_7757	0
tox21-ap1-agonist-p1	CID_8348	0
tox21-ap1-agonist-p1	CID_44555481	0
tox21-ap1-agonist-p1	CID_65552	0
tox21-ap1-agonist-p1	CID_6269	0
tox21-ap1-agonist-p1	CID_5284341	0
tox21-ap1-agonist-p1	CID_66117	0
tox21-ap1-agonist-p1	CID_10197650	0
tox21-ap1-agonist-p1	CID_8375	0
tox21-ap1-agonist-p1	CID_6433944	0
tox21-ap1-agonist-p1	CID_8924	0
tox21-ap1-agonist-p1	CID_75103	0
tox21-ap1-agonist-p1	CID_6861	0
tox21-ap1-agonist-p1	CID_12694	0
tox21-ap1-agonist-p1	CID_7557	0
tox21-ap1-agonist-p1	CID_10176127	0
tox21-ap1-agonist-p1	CID_75471	0
tox21-ap1-agonist-p1	CID_3226	0
tox21-ap1-agonist-p1	CID_72	0
tox21-ap1-agonist-p1	CID_31283	0
tox21-ap1-agonist-p1	CID_22833317	0
tox21-ap1-agonist-p1	CID_26295	0
tox21-ap1-agonist-p1	CID_47649	0
tox21-ap1-agonist-p1	CID_8617	0
tox21-ap1-agonist-p1	CID_24261	0
tox21-ap1-agonist-p1	CID_13254	0
tox21-ap1-agonist-p1	CID_757	0
tox21-ap1-agonist-p1	CID_6872	0
tox21-ap1-agonist-p1	CID_8143	0
tox21-ap1-agonist-p1	CID_28503	0
tox21-ap1-agonist-p1	CID_4649906	0
tox21-ap1-agonist-p1	CID_6584	0
tox21-ap1-agonist-p1	CID_25608	0
tox21-ap1-agonist-p1	CID_32346	0
tox21-ap1-agonist-p1	CID_4276	0
tox21-ap1-agonist-p1	CID_61410	0
tox21-ap1-agonist-p1	CID_31289	0
tox21-ap1-agonist-p1	CID_7811	0
tox21-ap1-agonist-p1	CID_7916	0
tox21-ap1-agonist-p1	CID_15133	0
tox21-ap1-agonist-p1	CID_11972	0
tox21-ap1-agonist-p1	CID_12542	0
tox21-ap1-agonist-p1	CID_6385	0
tox21-ap1-agonist-p1	CID_2723949	0
tox21-ap1-agonist-p1	CID_4	0
tox21-ap1-agonist-p1	CID_7122	0
tox21-ap1-agonist-p1	CID_7248	0
tox21-ap1-agonist-p1	CID_16212317	0
tox21-ap1-agonist-p1	CID_6416	0
tox21-ap1-agonist-p1	CID_9005	0
tox21-ap1-agonist-p1	CID_91538	0
tox21-ap1-agonist-p1	CID_13432	0
tox21-ap1-agonist-p1	CID_7438	0
tox21-ap1-agonist-p1	CID_99953	0
tox21-ap1-agonist-p1	CID_8085	0
tox21-ap1-agonist-p1	CID_7829	0
tox21-ap1-agonist-p1	CID_12989	0
tox21-ap1-agonist-p1	CID_5780	0
tox21-ap1-agonist-p1	CID_7972	0
tox21-ap1-agonist-p1	CID_80779	0
tox21-ap1-agonist-p1	CID_11982778	0
tox21-ap1-agonist-p1	CID_61056	0
tox21-ap1-agonist-p1	CID_4875	0
tox21-ap1-agonist-p1	CID_1136	0
tox21-ap1-agonist-p1	CID_14284	0
tox21-ap1-agonist-p1	CID_22833389	0
tox21-ap1-agonist-p1	CID_13836	0
tox21-ap1-agonist-p1	CID_21694	0
tox21-ap1-agonist-p1	CID_6557	0
tox21-ap1-agonist-p1	CID_7595	0
tox21-ap1-agonist-p1	CID_36081	0
tox21-ap1-agonist-p1	CID_24287	0
tox21-ap1-agonist-p1	CID_38018	0
tox21-ap1-agonist-p1	CID_7819	0
tox21-ap1-agonist-p1	CID_25833	0
tox21-ap1-agonist-p1	CID_8657	0
tox21-ap1-agonist-p1	CID_14982	0
tox21-ap1-agonist-p1	CID_5363269	0
tox21-ap1-agonist-p1	CID_8196	0
tox21-ap1-agonist-p1	CID_77487	0
tox21-ap1-agonist-p1	CID_23537	0
tox21-ap1-agonist-p1	CID_12296	0
tox21-ap1-agonist-p1	CID_8247	0
tox21-ap1-agonist-p1	CID_15752	0
tox21-ap1-agonist-p1	CID_5281034	0
tox21-ap1-agonist-p1	CID_11346	0
tox21-ap1-agonist-p1	CID_3894848	0
tox21-ap1-agonist-p1	CID_6591	0
tox21-ap1-agonist-p1	CID_7529	0
tox21-ap1-agonist-p1	CID_10704	0
tox21-ap1-agonist-p1	CID_5558	0
tox21-ap1-agonist-p1	CID_6969	0
tox21-ap1-agonist-p1	CID_7472	0
tox21-ap1-agonist-p1	CID_56069	0
tox21-ap1-agonist-p1	CID_3902	0
tox21-ap1-agonist-p1	CID_83511	0
tox21-ap1-agonist-p1	CID_5280863	0
tox21-ap1-agonist-p1	CID_7483	0
tox21-ap1-agonist-p1	CID_8030	0
tox21-ap1-agonist-p1	CID_643833	0
tox21-ap1-agonist-p1	CID_76985	0
tox21-ap1-agonist-p1	CID_7260	0
tox21-ap1-agonist-p1	CID_4890	0
tox21-ap1-agonist-p1	CID_61017	0
tox21-ap1-agonist-p1	CID_7022	0
tox21-ap1-agonist-p1	CID_9635	0
tox21-ap1-agonist-p1	CID_10486	0
tox21-ap1-agonist-p1	CID_6514	0
tox21-ap1-agonist-p1	CID_13381	0
tox21-ap1-agonist-p1	CID_92321	0
tox21-ap1-agonist-p1	CID_10329304	0
tox21-ap1-agonist-p1	CID_11769095	0
tox21-ap1-agonist-p1	CID_132932	0
tox21-ap1-agonist-p1	CID_8121	0
tox21-ap1-agonist-p1	CID_21660	0
tox21-ap1-agonist-p1	CID_6113	0
tox21-ap1-agonist-p1	CID_13594	0
tox21-ap1-agonist-p1	CID_13676	0
tox21-ap1-agonist-p1	CID_90960	0
tox21-ap1-agonist-p1	CID_5284371	0
tox21-ap1-agonist-p1	CID_64961	0
tox21-ap1-agonist-p1	CID_16218793	0
tox21-ap1-agonist-p1	CID_7607	0
tox21-ap1-agonist-p1	CID_8373	0
tox21-ap1-agonist-p1	CID_12089	0
tox21-ap1-agonist-p1	CID_7858	0
tox21-ap1-agonist-p1	CID_16097	0
tox21-ap1-agonist-p1	CID_9253	0
tox21-ap1-agonist-p1	CID_6548	0
tox21-ap1-agonist-p1	CID_16220111	0
tox21-ap1-agonist-p1	CID_22985	0
tox21-ap1-agonist-p1	CID_54682536	0
tox21-ap1-agonist-p1	CID_6396	0
tox21-ap1-agonist-p1	CID_31284	0
tox21-ap1-agonist-p1	CID_62449	0
tox21-ap1-agonist-p1	CID_67955	0
tox21-ap1-agonist-p1	CID_29872	0
tox21-ap1-agonist-p1	CID_20750	0
tox21-ap1-agonist-p1	CID_11505	0
tox21-ap1-agonist-p1	CID_12576	0
tox21-ap1-agonist-p1	CID_6633	0
tox21-ap1-agonist-p1	CID_10797	0
tox21-ap1-agonist-p1	CID_11899	0
tox21-ap1-agonist-p1	CID_6365	0
tox21-ap1-agonist-p1	CID_442495	0
tox21-ap1-agonist-p1	CID_7834	0
tox21-ap1-agonist-p1	CID_41022	0
tox21-ap1-agonist-p1	CID_8588	0
tox21-ap1-agonist-p1	CID_74195	0
tox21-ap1-agonist-p1	CID_14236	0
tox21-ap1-agonist-p1	CID_7169	0
tox21-ap1-agonist-p1	CID_8182	0
tox21-ap1-agonist-p1	CID_11138	0
tox21-ap1-agonist-p1	CID_7498	0
tox21-ap1-agonist-p1	CID_642197	0
tox21-ap1-agonist-p1	CID_6537505	0
tox21-ap1-agonist-p1	CID_3543259	0
tox21-ap1-agonist-p1	CID_11137	0
tox21-ap1-agonist-p1	CID_60967	0
tox21-ap1-agonist-p1	CID_7482	0
tox21-ap1-agonist-p1	CID_18745	0
tox21-ap1-agonist-p1	CID_151932	0
tox21-ap1-agonist-p1	CID_16218739	0
tox21-ap1-agonist-p1	CID_30231	0
tox21-ap1-agonist-p1	CID_5918804	0
tox21-ap1-agonist-p1	CID_16993	0
tox21-ap1-agonist-p1	CID_17111	0
tox21-ap1-agonist-p1	CID_71833	0
tox21-ap1-agonist-p1	CID_3068143	0
tox21-ap1-agonist-p1	CID_8809	0
tox21-ap1-agonist-p1	CID_440917	0
tox21-ap1-agonist-p1	CID_6428	0
tox21-ap1-agonist-p1	CID_174174	0
tox21-ap1-agonist-p1	CID_5284346	0
tox21-ap1-agonist-p1	CID_146540	0
tox21-ap1-agonist-p1	CID_2734160	0
tox21-ap1-agonist-p1	CID_193581	0
tox21-ap1-agonist-p1	CID_171257	0
tox21-ap1-agonist-p1	CID_13379149	0
tox21-ap1-agonist-p1	CID_44630019	0
tox21-ap1-agonist-p1	CID_7546	0
tox21-ap1-agonist-p1	CID_9280	0
tox21-ap1-agonist-p1	CID_18510	0
tox21-ap1-agonist-p1	CID_6563	0
tox21-ap1-agonist-p1	CID_10452	0
tox21-ap1-agonist-p1	CID_7923	0
tox21-ap1-agonist-p1	CID_1091	0
tox21-ap1-agonist-p1	CID_6209	0
tox21-ap1-agonist-p1	CID_14500	0
tox21-ap1-agonist-p1	CID_2734167	0
tox21-ap1-agonist-p1	CID_11243457	0
tox21-ap1-agonist-p1	CID_11832800	0
tox21-ap1-agonist-p1	CID_2734244	0
tox21-ap1-agonist-p1	CID_11171745	0
tox21-ap1-agonist-p1	CID_2734174	0
tox21-ap1-agonist-p1	CID_6439929	0
tox21-ap1-agonist-p1	CID_1548943	0
tox21-ap1-agonist-p1	CID_20138	0
tox21-ap1-agonist-p1	CID_6028739	0
tox21-ap1-agonist-p1	CID_78392	0
tox21-ap1-agonist-p1	CID_21058	0
tox21-ap1-agonist-p1	CID_11733	0
tox21-ap1-agonist-p1	CID_3024	0
tox21-ap1-agonist-p1	CID_16760658	0
tox21-ap1-agonist-p1	CID_6942	0
tox21-ap1-agonist-p1	CID_6673	0
tox21-ap1-agonist-p1	CID_14075	0
tox21-ap1-agonist-p1	CID_77342	0
